Vendor_ID,Invoice_Amount,Tax_Amount,Total_Amount,Processing_Days,Approval_Level,Approved_By,Vendor_Reliability_Score,Invoice_Frequency,Avg_Invoice_Amount,Deviation_From_Avg,Fraud_Flag,Credit_Period_Days,Is_Late_Payment,Payment_Status_Paid,Payment_Status_Pending,Payment_Status_Rejected,Transaction_Type_Credit,Transaction_Type_Credit Note,Transaction_Type_Debit Note,Transaction_Type_Invoice,Risk_Level,Binary_Risk_Flag
439,408.0,58.79,469.29,1.0,3,3,5.0,7,650,81.2,1,164,0,False,False,True,False,False,False,True,1,0
312,75925.0,7746.12,81123.08,15.0,5,1,9.0,5,44750,-0.46,1,3,1,False,False,False,False,False,False,True,1,0
433,82061.0,5118.334999999999,94921.38,2.0,3,4,10.0,9,8253,-20.01,1,120,1,False,False,False,False,False,False,True,2,1
672,90651.0,10940.8,104113.51,27.0,5,1,1.0,34,45265,81.83,1,137,0,True,False,False,False,False,False,False,2,1
47,74693.0,10261.54,84282.57,16.0,4,2,2.0,17,37449,78.32,0,241,0,False,False,True,False,True,False,False,0,0
397,24514.0,4136.95,28759.93,365.0,1,0,1.0,36,1979,-23.97,0,34,0,False,False,True,False,False,True,False,0,0
185,50564.0,6572.72,53181.19,14.0,2,3,1.0,14,10285,-14.17,0,-218,1,True,False,False,True,False,False,False,0,0
476,50056.0,5318.09,53507.91,8.0,2,2,6.0,20,39098,8.57,0,-79,1,False,True,False,False,False,True,False,0,0
711,76030.0,11412.43,87871.17,29.0,5,1,2.0,22,408,-32.45,1,93,0,False,True,False,False,False,True,False,2,1
6,606.0,69.31,696.95,0.0,5,0,5.0,23,20022,-9.37,1,133,0,False,False,True,False,False,False,True,1,0
134,2442.0,396.17,2726.73,13.0,2,1,3.0,14,36660,60.32,0,4,1,False,False,False,False,False,False,True,0,0
292,81093.0,11666.67,94261.22,10.0,2,0,9.0,18,26105,52.55,0,141,0,False,False,False,False,False,True,False,0,0
511,85187.0,14543.73,91237.31,19.0,1,0,9.0,8,35856,-32.12,1,-61,1,False,False,True,True,False,False,False,2,1
734,57633.0,8669.74,63968.21,15.0,1,1,9.0,40,29680,41.19,0,-90,1,False,False,True,False,False,False,False,0,0
230,70100.0,8216.63,82657.01,6.0,5,4,7.0,33,18102,70.89,1,-22,1,False,True,False,False,False,False,False,1,0
80,52289.0,6450.29,57233.39,21.0,4,0,1.0,26,30721,83.4,0,-142,1,False,True,False,False,False,False,True,0,0
864,43791.0,7605.59,46651.76,24.0,5,3,2.0,30,20349,38.2,1,-15,0,False,False,False,False,False,False,False,1,0
622,56602.0,8736.95,63228.59,30.0,2,1,5.0,40,30883,22.34,1,-282,1,False,False,False,True,False,False,False,1,0
784,93716.0,15594.22,106273.9,24.0,3,1,2.0,40,17236,-32.47,1,-110,1,False,False,False,True,False,False,False,2,1
13,57485.0,3640.88,63572.47,3.0,2,0,5.0,45,30149,-26.41,0,-9,0,False,False,True,False,True,False,False,0,0
80,25563.0,3772.99,28836.92,5.0,1,1,10.0,50,34573,-9.72,0,20,0,False,False,True,False,False,False,False,0,0
175,50342.0,5973.08,59280.95,1.0,2,4,1.0,27,28189,-12.4,0,43,0,False,False,False,False,False,False,False,0,0
284,91007.0,8743.21,106706.49,8.0,1,0,3.0,45,34981,-42.32,1,-29,0,False,False,False,False,False,True,False,2,1
115,11922.0,1647.36,12931.95,5.0,2,0,10.0,43,4268,-15.88,1,-13,0,False,False,False,False,False,True,False,1,0
474,36427.0,5118.334999999999,41023.1,3.0,2,2,9.0,40,10328,-36.26,0,-227,1,False,False,True,False,False,False,True,0,0
611,23653.0,3576.69,27079.37,15.0,3,0,2.0,18,14623,-6.92,0,-241,0,False,False,False,True,False,False,False,0,0
591,55988.0,2989.6,60031.07,8.0,1,4,7.0,6,45749,11.98,1,-228,1,False,False,True,False,False,False,False,1,0
108,34421.0,4790.91,36679.36,18.0,2,0,9.0,14,16506,85.21,1,-152,1,False,False,False,False,False,False,False,1,0
0,88737.0,15901.17,101399.53,20.0,5,1,2.0,22,45532,31.25,0,17,1,False,False,True,True,False,False,False,0,0
717,62326.0,8798.13,66863.73,18.0,1,0,2.0,20,42252,-32.09,1,77,0,False,False,True,False,False,False,True,1,0
306,23870.0,2823.18,26649.95,9.0,1,1,10.0,47,41507,34.71,0,-37,0,False,False,True,False,False,True,False,0,0
734,90545.0,12645.91,102397.67,10.0,2,1,1.0,46,25878,68.29,1,-23,1,False,False,False,False,False,False,True,2,1
326,73988.0,12765.49,86327.47,0.0,5,0,6.0,31,5012,-44.96,1,-184,1,False,False,False,False,False,False,False,2,1
357,93527.0,8557.53,108760.72,13.0,3,1,5.0,42,4336,67.9,1,-82,1,False,False,False,False,True,False,False,2,1
813,46183.0,7759.12,49181.32,20.0,1,0,8.0,1,36360,26.78,0,-170,0,False,False,False,False,False,False,True,0,0
593,3542.0,405.21,4153.69,10.0,5,2,5.0,17,21668,70.9,1,-14,1,False,False,False,False,False,False,True,1,0
61,83303.0,5118.334999999999,97471.28,30.0,1,0,10.0,14,12025,36.7,0,230,0,False,False,True,False,False,False,True,0,0
322,47321.0,7951.93,54973.59,2.0,5,0,7.0,50,17003,70.32,0,-207,1,False,False,False,False,False,True,False,0,0
124,96693.0,7854.86,109962.64,18.0,4,2,8.0,23,34222,-22.02,1,-66,0,False,False,True,False,False,True,False,2,1
263,47676.0,5118.334999999999,53964.49,25.0,3,0,8.0,42,20483,-26.01,0,182,0,False,False,True,False,False,False,True,0,0
45,50334.0,3207.38,20433.8,8.0,2,4,10.0,36,3000,81.66,1,-245,1,False,False,True,False,False,False,False,1,0
95,96618.0,6489.73,110684.23,24.0,3,0,1.0,7,36785,41.42,0,10,0,False,False,False,False,False,True,False,0,0
227,50334.0,6815.24,46082.33,2.0,3,0,7.0,3,17992,-39.49,0,85,0,False,False,False,False,False,False,False,0,0
880,61297.0,8936.75,69610.91,15.0,5,2,8.0,2,9472,-47.13,1,-112,0,False,False,True,False,False,True,False,1,0
831,4479.0,764.2,5256.33,3.0,3,1,2.0,6,48567,51.95,0,267,0,False,False,True,True,False,False,False,0,0
244,50334.0,10867.11,108346.35,30.0,3,3,3.0,7,24695,96.63,1,-306,1,False,False,True,False,False,False,True,2,1
498,82231.0,6362.11,90285.16,24.0,1,3,9.0,36,37701,-19.46,1,195,0,False,False,True,False,False,False,False,2,1
317,32950.0,2343.43,35946.43,1.0,4,1,4.0,50,44495,39.71,1,-2,1,False,False,False,False,False,False,True,1,0
66,60772.0,6742.79,70592.47,16.0,4,3,8.0,39,47835,75.55,0,-118,1,False,False,True,True,False,False,False,0,0
107,25857.0,2673.8,28254.15,23.0,5,1,7.0,7,25875,59.61,0,187,0,False,False,True,False,False,False,True,0,0
430,94626.0,6346.35,104275.78,17.0,3,3,9.0,12,43328,-42.79,0,-41,1,True,False,False,True,False,False,False,0,0
860,60647.0,3748.5,66393.47,14.0,1,1,3.0,28,46002,93.62,1,156,0,False,False,True,False,True,False,False,1,0
351,49461.0,8670.37,57466.95,24.0,3,0,5.0,14,4322,79.54,0,-63,0,False,False,False,False,False,True,False,0,0
510,31741.0,5608.62,34634.86,29.0,2,1,8.0,30,9584,32.5,0,6,1,False,False,True,False,True,False,False,0,0
207,22856.0,2293.84,25990.61,21.0,5,2,1.0,29,25195,43.54,0,-36,1,False,False,False,False,False,False,True,0,0
9,76285.0,7602.55,82660.6,14.0,3,2,6.0,22,37886,-15.38,1,-22,1,False,False,True,False,False,False,True,1,0
774,68934.0,6563.69,79735.7,23.0,5,1,5.0,23,2662,95.71,0,153,0,False,True,False,False,False,False,True,0,0
272,9553.0,1414.12,10657.39,5.0,5,4,10.0,36,30349,17.24,1,-282,1,False,False,True,False,False,False,True,1,0
387,96122.0,12076.83,103077.48,21.0,3,1,9.0,25,24763,-20.83,0,55,0,True,False,False,True,False,False,False,0,0
881,59491.0,7854.58,68545.43,8.0,5,4,7.0,1,36742,61.82,1,258,0,False,False,True,True,False,False,False,1,0
123,63551.0,11259.71,74548.59,26.0,5,1,2.0,30,2111,98.75,0,118,1,False,True,False,False,False,False,True,0,0
793,38675.0,2821.38,41310.05,3.0,3,0,1.0,35,30221,-10.81,0,69,1,False,False,True,False,False,False,True,0,0
629,6802.0,380.49,7555.44,14.0,2,2,10.0,18,41711,68.27,0,-74,1,False,False,False,False,False,True,False,0,0
75,85670.0,5118.334999999999,93985.47,19.0,5,1,10.0,33,18638,90.55,1,288,1,False,False,False,False,False,False,True,2,1
161,50334.0,11416.82,106552.2,7.0,2,1,4.0,47,21214,8.41,1,-184,1,True,False,False,False,False,False,True,2,1
899,91039.0,11147.42,100588.37,11.0,5,1,8.0,33,16040,85.99,0,-80,0,False,True,False,False,False,False,False,0,0
857,594.0,42.66,642.13,15.0,1,1,3.0,13,47554,82.59,1,147,0,False,False,True,False,False,False,False,1,0
348,95512.0,5214.76,110012.66,22.0,3,2,10.0,33,19802,28.69,1,46,0,False,False,True,True,False,False,False,2,1
335,23659.0,3913.09,26208.25,30.0,1,1,7.0,3,32309,79.3,0,244,0,False,False,True,False,False,False,True,0,0
694,77423.0,12930.21,84438.05,22.0,1,1,9.0,34,41113,74.31,0,170,0,True,False,False,False,True,False,False,0,0
75,80778.0,7023.47,88484.13,24.0,3,4,1.0,44,24111,-36.06,1,34,1,False,False,True,False,False,False,True,2,1
434,70976.0,6540.11,76587.65,2.0,2,1,7.0,11,36576,42.64,1,65,0,False,False,False,True,False,False,False,1,0
250,94319.0,6874.92,102244.86,5.0,3,2,7.0,8,22276,90.42,1,-5,0,False,True,False,True,False,False,False,2,1
83,11445.0,1181.84,13222.15,13.0,4,3,2.0,5,7645,-1.58,0,162,0,False,False,False,True,False,False,False,0,0
850,57517.0,10185.35,65936.69,16.0,1,3,6.0,39,26595,-31.59,1,159,0,False,False,True,False,True,False,False,1,0
522,95142.0,15680.26,100451.2,19.0,3,4,4.0,21,23826,22.53,0,41,1,False,False,True,False,False,False,True,0,0
430,36005.0,4946.22,38674.57,12.0,4,0,7.0,18,49323,4.03,0,58,0,False,False,True,False,False,False,False,0,0
158,58397.0,5118.334999999999,62385.06,4.0,2,2,1.0,27,21245,3.45,0,218,0,False,True,False,False,False,False,True,0,0
825,15560.0,2319.7,17296.45,25.0,1,4,4.0,50,30385,90.46,1,-227,1,False,False,True,False,True,False,False,1,0
784,44835.0,6872.5,48577.75,8.0,5,4,6.0,38,39084,-27.38,0,125,0,False,False,True,False,False,False,True,0,0
144,99734.0,8469.83,107105.19,12.0,1,4,7.0,14,13219,-40.36,0,-31,0,True,False,False,False,False,False,False,0,0
51,15468.0,991.07,17497.55,22.0,3,4,9.0,7,14387,52.61,1,273,0,False,False,True,False,False,False,False,1,0
230,93460.0,7524.85,105785.02,26.0,1,0,7.0,11,42763,20.18,0,-345,1,False,False,False,True,False,False,False,0,0
270,87247.0,13955.02,94539.02,20.0,5,0,1.0,4,44717,81.93,0,-226,1,False,True,False,True,False,False,False,0,0
840,96794.0,16572.47,103240.42,15.0,2,2,9.0,3,38974,98.69,0,3,0,False,False,True,False,False,False,True,0,0
182,74102.0,9938.17,86001.02,19.0,5,2,4.0,1,43285,-46.76,1,21,1,False,True,False,False,False,False,True,2,1
632,14890.0,2220.03,16998.65,24.0,3,0,5.0,8,25317,-7.46,1,27,1,False,False,False,False,False,False,False,1,0
661,50334.0,10909.97,94981.44,14.0,1,2,10.0,12,12141,35.19,1,161,0,False,False,True,True,False,False,False,2,1
300,36456.0,5275.62,39424.86,30.0,5,1,9.0,46,12653,94.64,0,181,0,False,False,True,False,True,False,False,0,0
320,27586.0,3196.6,29318.65,12.0,2,4,9.0,17,10255,11.93,0,16,0,False,False,False,False,False,False,False,0,0
848,58972.0,8965.22,64202.6,15.0,1,1,10.0,2,3622,33.12,1,128,1,False,False,False,True,False,False,False,1,0
812,83856.0,10440.44,89968.02,25.0,5,4,15.0,38,2606,37.46,1,-256,1,False,False,False,False,True,False,False,2,1
854,25201.0,4429.04,26581.6,2.0,5,3,1.0,41,26057,-33.36,1,-236,1,False,False,False,False,True,False,False,1,0
758,99207.0,13190.89,108086.65,24.0,2,3,10.0,46,36874,34.6,0,-80,1,False,False,True,False,False,False,True,0,0
612,66915.0,10958.26,75433.56,21.0,2,0,4.0,9,27121,17.44,0,-224,1,False,True,False,False,False,True,False,0,0
68,152304.125,3446.43,79614.35,21.0,5,0,6.0,22,45574,27.75,1,9,1,True,False,False,False,False,False,False,1,0
473,34421.0,3558.22,36562.06,21.0,4,4,5.0,30,3457,9.43,1,85,0,False,False,False,False,True,False,False,1,0
847,59088.0,8904.6,69456.33,15.0,4,2,10.0,46,14702,88.62,1,-107,0,False,False,False,False,False,False,True,1,0
877,35241.0,5396.72,39232.94,24.0,2,0,8.0,28,37393,32.14,1,311,0,False,False,False,False,True,False,False,1,0
116,93426.0,9328.71,106292.02,10.0,5,4,4.0,40,47785,80.83,1,195,0,False,False,True,False,False,False,True,2,1
610,67724.0,4901.6,79335.45,1.0,1,3,6.0,10,13887,19.82,0,224,0,False,False,True,False,True,False,False,0,0
634,29530.0,1951.07,34132.23,25.0,5,3,9.0,4,15528,66.05,1,-129,0,False,False,False,False,True,False,False,1,0
253,5237.0,596.57,6170.55,10.0,3,0,9.0,4,7389,16.67,1,-204,1,False,False,False,False,True,False,False,1,0
152,64863.0,8329.34,76175.07,25.0,4,0,6.0,43,33727,42.09,0,109,0,False,False,True,False,False,False,True,0,0
305,86271.0,5157.33,100839.45,13.0,2,3,7.0,34,44543,43.36,0,114,1,False,False,True,False,False,False,True,0,0
797,18748.0,1181.45,19877.7,4.0,1,3,1.0,37,34204,42.65,1,-183,1,True,False,False,False,False,False,True,1,0
741,79931.0,13760.45,93038.86,3.0,3,1,6.0,17,7977,66.28,1,24,1,False,False,True,False,False,False,False,2,1
120,72165.0,4975.47,76964.9,9.0,1,3,2.0,33,22012,25.76,0,-196,1,True,False,False,True,False,False,False,0,0
101,16414.0,2896.52,17288.83,11.0,1,1,2.0,42,22964,38.3,1,-108,1,False,False,True,False,False,False,True,1,0
387,29332.0,3021.68,33466.58,9.0,2,0,2.0,49,27474,95.85,0,45,0,False,False,False,False,False,False,False,0,0
231,55940.0,3897.38,60026.22,10.0,2,0,3.0,17,26236,-48.31,1,15,0,False,False,True,False,False,True,False,1,0
372,30683.0,4071.89,34150.49,10.0,2,4,9.0,27,48285,23.23,1,-99,0,False,False,True,False,False,True,False,1,0
475,17245.0,1105.26,19525.5,27.0,2,3,1.0,45,44354,13.82,0,-52,1,False,False,True,False,False,False,True,0,0
204,74533.0,11412.38,79359.08,20.0,1,0,3.0,33,10132,80.12,1,89,0,False,False,False,False,False,True,False,1,0
28,98884.0,16417.2,115563.01,6.0,5,1,8.0,7,36788,45.36,0,-60,0,False,True,False,False,False,False,True,0,0
350,50334.0,5958.16,41680.46,9.0,2,0,3.0,26,48039,94.99,1,160,0,False,False,True,False,False,False,False,1,0
64,74565.0,9057.53,87972.38,6.0,3,0,10.0,1,44885,8.13,0,57,0,False,False,False,False,False,False,False,0,0
34,94175.0,11934.03,107422.25,0.0,2,0,1.0,21,27106,25.31,0,-117,1,False,False,True,False,True,False,False,0,0
573,58292.0,5289.77,61664.24,12.0,4,0,2.0,27,33924,47.5,1,185,0,False,False,False,False,False,False,True,1,0
102,22610.0,2512.58,26271.19,3.0,4,1,1.0,45,39556,75.22,1,-92,1,False,True,False,False,False,True,False,1,0
324,50334.0,4566.25,40308.57,1.0,3,1,2.0,30,23927,79.68,0,171,1,False,False,False,False,False,False,True,0,0
862,31117.0,3385.48,36398.28,3.0,4,0,1.0,43,38412,49.45,1,-267,1,False,False,False,True,False,False,False,1,0
481,34572.0,4464.03,38585.82,4.0,2,0,10.0,42,4491,22.56,0,11,1,True,False,False,False,False,False,True,0,0
866,96244.0,12691.13,106821.32,20.0,4,0,1.0,41,40032,47.02,1,-125,0,True,False,False,False,False,False,True,2,1
629,59401.0,6237.24,67670.49,-1.0,5,2,8.0,48,7322,-13.92,0,-148,1,False,False,True,False,False,False,True,0,0
260,64777.0,5314.52,70014.3,13.0,1,1,4.0,28,40007,46.41,1,-305,1,False,False,True,False,False,False,True,1,0
109,52449.0,7255.14,56215.68,24.0,5,2,10.0,33,43734,92.55,0,-53,0,False,False,True,False,True,False,False,0,0
746,99185.0,14175.17,109494.49,20.0,4,1,4.0,38,32308,-48.93,0,-114,0,False,True,False,False,True,False,False,0,0
249,59130.0,3377.6,62146.73,3.0,3,4,10.0,37,30531,-45.43,0,-129,0,False,False,False,False,False,False,True,0,0
344,69927.0,11448.29,78827.06,16.0,5,3,10.0,23,20176,-21.22,0,-12,1,False,False,False,False,True,False,False,0,0
517,93188.0,5118.334999999999,99486.78,9.0,5,3,3.0,12,22656,93.21,0,-122,0,True,False,False,False,True,False,False,0,0
484,93421.0,16744.54,98641.45,-5.0,1,0,8.0,28,19058,63.65,0,-16,0,False,False,True,True,False,False,False,0,0
693,72002.0,10292.18,79972.76,4.0,4,1,4.0,37,36544,50.99,1,-186,1,True,False,False,True,False,False,False,1,0
484,8176.0,475.31,9333.39,13.0,4,4,7.0,4,28842,6.82,1,-77,0,False,False,False,True,False,False,False,1,0
309,84795.0,12376.32,98946.77,6.0,2,3,2.0,31,43731,84.04,1,-195,1,False,False,False,False,False,False,False,2,1
679,90317.0,13358.29,97325.91,16.0,5,3,6.0,5,2448,20.61,0,47,1,False,False,True,False,False,False,True,0,0
152,73624.0,9494.66,84547.56,7.0,5,1,5.0,46,26543,46.6,0,-177,0,False,False,False,False,False,False,False,0,0
326,68066.0,5709.97,74676.86,26.0,2,4,2.0,24,2118,0.82,1,291,0,False,False,True,False,True,False,False,1,0
2,82407.0,11069.32,88913.58,9.0,1,3,3.0,41,21716,-8.87,0,203,0,False,False,False,False,True,False,False,0,0
469,38156.0,5946.15,41152.61,4.0,5,0,9.0,43,39814,91.76,0,107,0,False,False,True,False,True,False,False,0,0
695,66583.0,8338.88,75867.69,21.0,3,0,2.0,47,30962,94.98,0,81,0,True,False,False,False,False,False,True,0,0
61,6994.0,386.07,7931.79,12.0,3,0,4.0,7,28162,-43.04,0,266,0,True,False,False,False,False,False,True,0,0
377,90235.0,13036.99,100872.56,23.0,3,2,4.0,30,21760,-11.76,1,-166,1,False,False,False,True,False,False,False,2,1
824,43539.0,4393.83,50887.08,14.0,4,0,4.0,17,49738,-39.93,1,91,0,False,False,True,False,False,False,False,1,0
118,60232.0,3641.95,65317.27,0.0,5,4,6.0,39,31073,-28.73,1,242,0,False,False,False,False,False,False,False,1,0
650,28419.0,3941.74,30688.22,15.0,4,1,5.0,29,27312,64.9,1,193,0,True,False,False,False,False,False,True,1,0
414,86282.0,5676.9,92143.81,19.0,1,0,8.0,20,1439,-6.54,0,-66,0,False,True,False,False,False,False,True,0,0
269,64018.0,10068.52,75288.33,13.0,1,4,10.0,48,36042,88.33,0,72,1,True,False,False,True,False,False,False,0,0
197,95721.0,13213.18,108060.54,14.0,4,0,4.0,42,30789,-7.99,1,-226,1,False,False,True,False,False,False,False,2,1
542,16251.0,2136.7,19055.84,0.0,3,1,7.0,13,20178,45.2,1,-269,1,False,False,False,False,False,True,False,1,0
44,78155.0,10045.43,83346.02,10.0,2,1,2.0,21,20476,20.79,1,-29,0,False,False,False,False,False,False,True,2,1
780,7916.0,472.99,8790.1,22.0,2,0,10.0,32,7086,13.44,0,-160,1,False,True,False,False,False,False,True,0,0
183,146.0,18.94,171.51,2.0,3,2,8.0,11,15990,8.69,0,-200,1,True,False,False,False,False,False,True,0,0
625,40896.0,6698.88,46557.47,10.0,5,3,9.0,4,29734,49.13,1,132,0,False,False,True,False,False,False,False,1,0
409,66243.0,8545.27,72162.67,28.0,2,1,9.0,33,4735,-5.64,1,-351,1,False,False,False,False,True,False,False,1,0
395,12787.0,802.93,14629.31,30.0,1,4,7.0,32,32001,44.65,0,-120,1,False,False,True,True,False,False,False,0,0
215,55575.0,7487.1,58370.36,9.0,2,3,4.0,47,4825,5.84,1,308,0,False,False,True,False,False,False,True,1,0
46,98496.0,10710.53,110535.5,9.0,4,0,5.0,33,23292,31.51,1,-111,0,False,False,True,False,False,False,True,2,1
327,21413.0,1846.45,22769.12,7.0,1,2,4.0,42,39139,57.16,1,207,0,False,True,False,False,True,False,False,1,0
96,98817.0,9652.7,107187.97,26.0,1,2,9.0,33,7939,4.54,0,-100,0,False,False,True,False,False,False,True,0,0
76,82128.0,9881.42,88101.28,30.0,5,3,1.0,3,45631,-45.62,0,279,0,False,False,False,False,True,False,False,0,0
709,80128.0,10568.11,93205.93,19.0,1,4,8.0,33,32762,59.88,1,20,1,False,True,False,False,False,False,True,2,1
106,22039.0,3405.85,23297.21,16.0,1,0,8.0,2,10914,62.11,1,-6,1,True,False,False,True,False,False,False,1,0
